method,group,gene,score,log10_two_sided_p
tie_correct,1,CFD,88.78121133093369,-1713.6234608332777
tie_correct,1,ARID3A,45.00440528711119,-441.56078990186774
tie_correct,1,OAZ1,51.36748833608234,-574.7777176338549
tie_correct,1,GNA15,41.794162760792894,-381.0218101458397
tie_correct,1,PLIN3,42.699804362484535,-397.64748868063356
tie_correct,1,STXBP2,67.83465811896815,-1001.1415039000485
tie_correct,1,RETN,84.21712860156646,-1542.1457023999778
tie_correct,1,MCEMP1,82.48394643267687,-1479.3977698736576
tie_correct,1,TRAPPC5,41.672105800638704,-378.8083237135028
tie_correct,1,PRAM1,87.8334072867714,-1677.2692103355064
tie_correct,1,MYO1F,58.978731810658445,-757.2135613273285
tie_correct,1,ICAM1,38.45843962745818,-322.8553142474233
tie_correct,1,C19orf38,78.29161216957588,-1333.0124790163975
tie_correct,1,AC011472.2,38.97111648740362,-331.48100886173927
tie_correct,1,RAB3D,67.34333567163083,-986.7163008583098
tie_correct,1,TMEM205,44.053190199579696,-423.15634288160555
tie_correct,1,PLPPR2,45.367990768590204,-448.699324838297
tie_correct,1,MAN2B1,55.40005212079594,-668.302591560772
tie_correct,1,TRMT1,37.9043746148644,-313.6615286727766
tie_correct,1,AC020916.1,67.48278877170492,-990.7999841360514
tie_correct,1,PRKACA,49.07329840778058,-524.7205991319406
tie_correct,1,ADGRE5,38.321566490801644,-320.57174146415804
tie_correct,1,ADGRE2,42.02109776741937,-385.1544336777067
tie_correct,1,TPM4,41.47637200524049,-375.27221717509326
tie_correct,1,BST2,38.318628357340415,-320.5228111856719
tie_correct,1,PGLS,43.351585816881375,-409.8331329067769
tie_correct,1,COLGALT1,37.86789341634047,-313.0608589470646
tie_correct,1,IFI30,87.92873270362304,-1680.9078962997617
tie_correct,1,LRRC25,82.19450100167914,-1469.0458283029413
tie_correct,1,HOMER3,51.97160752893759,-588.3391052476245
tie_correct,1,CEBPA,71.23116018190461,-1103.7294634070072
tie_correct,1,TYROBP,90.3377252177117,-1774.1718993080433
tie_correct,1,CAPNS1,49.878381424426166,-542.0265470888035
tie_correct,1,KCNK6,49.671889691600605,-537.5610013073596
tie_correct,1,RASGRP4,58.62851542115929,-748.2671188758769
tie_correct,1,ZFP36,49.42817255228993,-532.3142434380976
tie_correct,1,SHKBP1,44.98684130918064,-441.217396686598
tie_correct,1,TMEM91,37.96491416342784,-314.6595981617149
tie_correct,1,CEACAM4,44.092493308536376,-423.90901454924943
tie_correct,1,PLAUR,87.17439683306769,-1652.221920810926
tie_correct,1,FOSB,42.143247260261354,-387.3881037476117
tie_correct,1,VASP,52.52988956570591,-601.0123963973688
tie_correct,1,AP2S1,42.03984460368867,-385.49682444977634
tie_correct,1,C5AR1,84.78152069018294,-1562.8604320634279
tie_correct,1,EMP3,40.35255930686366,-355.29135629150664
tie_correct,1,FTL,59.40957417645332,-768.2926842399314
tie_correct,1,FCGRT,66.4482985091096,-960.7074396484211
tie_correct,1,SIGLEC9,48.65281601099301,-515.7938264993089
tie_correct,1,SIGLEC7,43.39500415374694,-410.65142896693754
tie_correct,1,CD33,82.31632592639363,-1473.3984319059641
tie_correct,1,SIGLEC5,44.379400480380795,-429.42372482171305
tie_correct,1,FPR1,101.94448133719489,-2258.847661828356
tie_correct,1,FPR2,64.76250515801502,-912.6645525557504
tie_correct,1,NLRP12,67.78803426853217,-999.7681286766607
tie_correct,1,MYADM,60.24498736152853,-790.0050003311537
tie_correct,1,VSTM1,47.2792568912206,-487.1682611760604
tie_correct,1,OSCAR,79.88893907543385,-1387.8869833767737
tie_correct,1,MBOAT7,48.368397303653246,-509.79918067918703
tie_correct,1,LILRB3,87.72539163962199,-1673.1508918053955
tie_correct,1,LILRA6,58.38806016777749,-742.1554087890265
tie_correct,1,LILRB2,84.80962022936208,-1563.8953765479096
tie_correct,1,LILRA5,86.36971268553783,-1621.89367441044
tie_correct,1,LILRA2,78.08982897068023,-1326.159245413626
tie_correct,1,LILRA1,65.60222284344206,-936.4411594254644
tie_correct,1,LILRB1,51.415351396078336,-575.8463779232596
tie_correct,1,LILRB4,58.96098908508148,-756.7590344742317
tie_correct,1,FCAR,67.39295310739024,-988.1683083321328
tie_correct,1,FKBP1A,49.02643056306527,-523.7218016670098
tie_correct,1,SIRPB2,58.200292559782646,-737.4003284080914
tie_correct,1,SIRPB1,73.54789793953277,-1176.5778241620471
tie_correct,1,SIRPA,80.68512797297566,-1415.65297503993
tie_correct,1,C20orf27,42.54349196561251,-394.75250103292313
tie_correct,1,RNF24,49.65103734214895,-537.1110818907769
tie_correct,1,PRNP,39.22256473400303,-335.75327445773956
tie_correct,1,RASSF2,56.021335471440445,-683.3392872784382
tie_correct,1,RIN2,55.90746728647168,-680.5708344709216
tie_correct,1,CD93,90.24249323565813,-1770.4371576203534
tie_correct,1,CST3,92.56592733210151,-1862.6800345490753
tie_correct,1,HM13,46.383362236397375,-468.93873581830996
tie_correct,1,HCK,76.94660736288347,-1287.665447543592
tie_correct,1,RAB5IF,42.60602343780341,-395.9093440154993
tie_correct,1,SAMHD1,58.19214903957026,-737.1944459191394
tie_correct,1,MAFB,63.62546501498145,-880.9572151602333
tie_correct,1,YWHAB,39.77080865586009,-345.16342903538373
tie_correct,1,CTSA,53.90178977468865,-632.7300449466115
tie_correct,1,SULF2,54.742884684829114,-652.5797845848093
tie_correct,1,CEBPB,49.16429287830673,-526.6624990524937
tie_correct,1,SMIM25,66.798421853786,-970.8402450253232
tie_correct,1,CTSZ,60.50190731497713,-796.7432514011617
tie_correct,1,ATP5F1E,48.70606065825048,-516.9199574686558
tie_correct,1,RGS19,38.2576600057742,-319.5083187208483
tie_correct,1,SAMSN1,41.21411717492652,-370.5604148596107
tie_correct,1,APP,40.978387079706756,-366.35064526276085
tie_correct,1,BACH1,39.44004963946143,-339.4706128966977
tie_correct,1,IL10RB,42.699161956954924,-397.6355692894559
tie_correct,1,IFNGR2,56.924921885061615,-705.5075635237068
tie_correct,1,KCNE1,51.704218998703716,-582.3171702385823
tie_correct,1,ETS2,54.55295073029065,-648.0705187068784
tie_correct,1,PDXK,50.377222056922925,-552.8907396676484
tie_correct,1,CSTB,41.64585099699625,-378.3330414715903
tie_correct,1,TRPM2,39.616021705296795,-342.49342246542994
tie_correct,1,PTTG1IP,43.67601511480006,-415.9673686129849
tie_correct,1,ITGB2,53.26934526531024,-618.0067270075898
tie_correct,1,IL17RA,69.74478812513946,-1058.2186874417112
tie_correct,1,ADA2,60.50010413910459,-796.6958595623429
tie_correct,1,BID,43.65047080350486,-415.4827255517181
tie_correct,1,COMT,44.34226783835311,-428.7079766000586
tie_correct,1,PPM1F,49.90895291977403,-542.6892527843232
tie_correct,1,GRK3,50.98014495832349,-566.1659175789099
tie_correct,1,TOM1,45.49786360874538,-451.26312111641784
tie_correct,1,HMOX1,51.59320725118155,-579.8261606023085
tie_correct,1,NCF4,49.916826288746016,-542.8599914090659
tie_correct,1,CSF2RB,43.41819483876094,-411.08883407315506
tie_correct,1,LGALS2,74.72950722211229,-1214.6302339500755
tie_correct,1,LGALS1,78.4307744018054,-1337.7491959963763
tie_correct,1,APOBEC3A,49.79256798874116,-540.1685163615653
tie_correct,1,NAGA,53.364459974599676,-620.2099048212116
tie_correct,1,NFAM1,82.37647234707336,-1475.5497406116397
tie_correct,1,TSPO,62.42093046138613,-847.9800526173191
tie_correct,1,PARVG,42.12560546132759,-387.06509926336327
tie_correct,1,KIAA0930,61.40321645628399,-820.6085499123864
tie_correct,1,UPK3A,47.23446761667602,-486.2486219754453
tie_correct,1,PLXNB2,68.13635701620504,-1010.0513107545366
tie_correct,1,SCO2,53.32490640940117,-619.2932336578192
tie_correct,1,TYMP,81.81991133683847,-1455.7027304158307
tie_correct,1,ODF3B,49.85625522036621,-541.5471651064154
tie_correct,1,CSF2RA,75.32958761209727,-1234.1872767434243
tie_correct,1,TBL1X,39.098230122480224,-333.63732065416946
tie_correct,1,TLR8,68.42176201961774,-1018.5163023274253
tie_correct,1,TMSB4X,39.874818201389886,-346.96338911722586
tie_correct,1,MOSPD2,40.773119050750225,-362.7045254898462
tie_correct,1,AP1S2,71.39341917175435,-1108.7556987279224
tie_correct,1,SH3KBP1,38.624152683942654,-325.6309293013571
tie_correct,1,SAT1,48.17166948783456,-505.67332650278786
tie_correct,1,CXorf21,42.20218534987099,-388.46818339984776
tie_correct,1,CYBB,86.66417913930904,-1632.959385291494
tie_correct,1,MID1IP1,38.801998860589165,-328.6230273512107
tie_correct,1,RP2,47.895650777669076,-499.91287475653496
tie_correct,1,TIMP1,59.29287720529233,-765.2838602057099
tie_correct,1,CFP,90.66093187040772,-1786.876557060716
tie_correct,1,WAS,41.01773385979005,-367.05164009614117
tie_correct,1,PLP2,42.279328448646666,-389.88416021764533
tie_correct,1,MSN,38.85663240323572,-329.54494256548486
tie_correct,1,AL034397.3,66.97000407284396,-975.8253836562017
tie_correct,1,NHSL2,48.5305069305841,-513.2116346830414
tie_correct,1,PGK1,44.68214948666764,-435.28167975656993
tie_correct,1,DIAPH2,45.854448366351555,-458.3400454122347
tie_correct,1,ACSL4,41.46528170367955,-375.0723587241361
tie_correct,1,IL13RA1,70.18150089956981,-1071.4907435119108
tie_correct,1,LAMP2,45.57911935861898,-452.8708996518517
tie_correct,1,FLNA,42.283976029148576,-389.9695499737337
tie_correct,1,ATP6AP1,37.90446411283454,-313.6630029837482
tie_correct,2,FCRL2,43.24701631034827,-407.8656924720664
tie_correct,2,FCRL1,61.167088964413296,-814.3221545345633
tie_correct,2,RALGPS2,62.16219827183076,-840.9787981041497
tie_correct,2,BCL11A,40.52102476699681,-358.25166549628386
tie_correct,2,AFF3,49.164999263839846,-526.6775879848075
tie_correct,2,BANK1,65.64644636132225,-937.7018348810357
tie_correct,2,MARCH1,38.31335415933501,-320.43498659736537
tie_correct,2,MEF2C,47.68208918220383,-495.4785837901807
tie_correct,2,CD74,44.67024436205709,-435.050573465399
tie_correct,2,HLA-DRA,45.9476510242662,-460.19888156818274
tie_correct,2,HLA-DRB1,43.116702246379894,-405.4205198006984
tie_correct,2,HLA-DQA1,59.4247322521761,-768.6839421694938
tie_correct,2,HLA-DQB1,46.55779857207708,-472.4608241082121
tie_correct,2,HLA-DOB,42.838438107376334,-400.22393259739255
tie_correct,2,HLA-DMB,40.77189642846637,-362.6828631733685
tie_correct,2,HLA-DPA1,40.175359496395835,-352.1908578368649
tie_correct,2,HLA-DPB1,40.556545073679835,-358.8774079367127
tie_correct,2,COL19A1,41.59412198452796,-377.39748331798944
tie_correct,2,BLK,46.415256326181805,-469.5817307227996
tie_correct,2,ADAM28,41.42329774180126,-374.31624884977555
tie_correct,2,PLPP5,39.14491578468513,-334.4310408686676
tie_correct,2,PAX5,51.98290447463091,-588.5942104437562
tie_correct,2,SWAP70,43.99198224213135,-421.98551903772267
tie_correct,2,MS4A1,74.61748437778978,-1210.9966496573993
tie_correct,2,LINC02397,50.422248169545014,-553.8766736225814
tie_correct,2,HVCN1,44.6293532766822,-434.2572504987193
tie_correct,2,TCL1A,46.253774004063445,-466.3307381617439
tie_correct,2,IGHD,57.65714984164431,-723.7318070023259
tie_correct,2,IGHM,54.53990350425474,-647.761336388023
tie_correct,2,LINC00926,68.84715346967963,-1031.1988767575897
tie_correct,2,P2RX5,41.33828070768006,-372.78747838514454
tie_correct,2,CD79B,45.080984146579496,-443.05954739284533
tie_correct,2,FCER2,52.44844442499558,-599.155119488529
tie_correct,2,NIBAN3,45.846709568630246,-458.1858721832357
tie_correct,2,CD22,55.66233576146113,-674.6301074857118
tie_correct,2,CD79A,54.22723860277787,-640.3741699703588
tie_correct,2,CD37,39.23310722584496,-335.9329974760855
tie_correct,2,SPIB,38.15275186956524,-317.7664594841349
tie_correct,2,CD40,40.17132076939281,-352.1203503179861
tie_correct,2,IGLC2,44.48292553494905,-431.4223767913495
tie_correct,2,IGLC3,43.63299069319244,-415.1512449097512
tie_correct,2,VPREB3,43.06264488237292,-404.4083672595791
tie_correct,2,TNFRSF13C,61.32837673680644,-818.6134801373823
tie_correct,3,EPHA2,65.78043339173155,-941.5265737411108
tie_correct,3,LINC01226,47.50788613569699,-491.8761767534746
tie_correct,3,LINC02812,52.29096330496812,-595.5720838117511
tie_correct,3,AL513493.1,48.41829398311355,-510.8483047481521
tie_correct,3,PPM1J,62.80478426206929,-858.420626921973
tie_correct,3,FCER1A,39.12275582794249,-334.054173305778
tie_correct,3,LINC01724,64.29280764372245,-899.4985872858127
tie_correct,3,PFKFB2,39.093979939614464,-333.56510870178465
tie_correct,3,SLC35F3,76.96126743261209,-1288.1554796087564
tie_correct,3,AC007381.1,42.39747943519856,-392.057852621357
tie_correct,3,PROC,72.11878841064834,-1131.3649719011028
tie_correct,3,AC011893.1,83.72425330852987,-1524.1689739824096
tie_correct,3,SCN9A,53.24598395513632,-617.4662009857509
tie_correct,3,TLR9,62.333941567480515,-845.6229028114498
tie_correct,3,DNASE1L3,60.60262394675146,-799.3925704879325
tie_correct,3,EPHB1,78.86732020189875,-1352.6626340103185
tie_correct,3,P2RY14,44.16005383237366,-425.2043949765148
tie_correct,3,P3H2,72.12734412054893,-1131.633010904292
tie_correct,3,FAM160A1,53.03188929246467,-612.5235871979233
tie_correct,3,AC097375.1,76.7202213142425,-1280.1100444505912
tie_correct,3,DAB2,46.70399711314382,-475.4229303115311
tie_correct,3,C5orf64,40.29612928860989,-354.3025106765353
tie_correct,3,TIFAB,44.30607515338733,-428.01092245156747
tie_correct,3,AL022724.3,51.04142807233411,-567.5240868424147
tie_correct,3,NOTCH4,48.4427020762719,-511.361901255082
tie_correct,3,PACSIN1,85.80361983426344,-1600.72632619538
tie_correct,3,KCNK17,51.88174534890677,-586.3118300607051
tie_correct,3,PTCRA,89.43817268010044,-1739.0509659192485
tie_correct,3,AL096865.1,41.83757937315082,-381.810723687692
tie_correct,3,TNFRSF21,60.600428071794454,-799.3347617282618
tie_correct,3,LINC00326,39.66873649704669,-343.4015616855226
tie_correct,3,AL591115.1,45.972086772942134,-460.68685266752084
tie_correct,3,COBL,40.657592533644696,-360.6605023310646
tie_correct,3,COL26A1,57.99131068088128,-732.1260109092754
tie_correct,3,PLXNA4,62.60946518591287,-853.1000805022541
tie_correct,3,LINC00996,62.450207462626345,-848.7741144353412
tie_correct,3,VIPR2,40.78035199416672,-362.83269143172214
tie_correct,3,AC023590.1,49.59284690820146,-535.8565379960015
tie_correct,3,TNFRSF11B,37.8758312357809,-313.1915074566175
tie_correct,3,ZFAT,42.54157144879882,-394.71699800574106
tie_correct,3,TPM2,61.34310041045941,-819.0057902082707
tie_correct,3,FAM221B,38.38849152652821,-321.6872938116964
tie_correct,3,CCDC183,39.18599450307488,-335.13021771782974
tie_correct,3,LRRC26,73.55366298895554,-1176.762009423513
tie_correct,3,NRP1,70.97261501187292,-1095.7442278106214
tie_correct,3,AL450313.1,40.425008380823115,-356.56293648047244
tie_correct,3,CERNA2,51.720278421496175,-582.6779730553129
tie_correct,3,SCT,94.49319228403144,-1940.973273352985
tie_correct,3,PPP1R14B-AS1,51.210086466717584,-571.2703477451809
tie_correct,3,KIRREL3,52.69650361434201,-604.8208385756614
tie_correct,3,KCNA5,47.24756829904915,-486.51752263019335
tie_correct,3,CLEC4C,82.9223819761224,-1495.14759238036
tie_correct,3,KRT5,68.90322904512725,-1032.8765692845257
tie_correct,3,CMKLR1,40.74268785094151,-362.1655410048006
tie_correct,3,CUX2,83.69407343206512,-1523.0716453117454
tie_correct,3,GAS6,49.80190591431866,-540.3705459247934
tie_correct,3,KLHL33,54.813993333542946,-654.2720208624949
tie_correct,3,EGLN3,51.22944250539761,-571.7010763900423
tie_correct,3,AC004846.1,46.907093950627996,-479.55324172520403
tie_correct,3,KCNK10,53.610710458643375,-625.9321447794158
tie_correct,3,LGMN,45.5076401617755,-451.4564146096483
tie_correct,3,CYP46A1,47.87084002972776,-499.39669976874427
tie_correct,3,PLD4,38.38187375388709,-321.57689763854285
tie_correct,3,MAP1A,64.10973305076753,-894.3928165308125
tie_correct,3,SCAMP5,74.85831172846177,-1218.814884553484
tie_correct,3,CIB2,43.30529521595556,-408.96160516822954
tie_correct,3,SLC12A3,55.163528576473034,-662.6221410323826
tie_correct,3,SMPD3,73.6269325799205,-1179.1041275536027
tie_correct,3,SERPINF1,61.72117765763854,-829.1118414348949
tie_correct,3,AC104024.1,38.79131569497864,-328.4429054028569
tie_correct,3,RASD1,45.722741444461384,-455.719708561755
tie_correct,3,CUEDC1,55.22896888085979,-664.1913530216592
tie_correct,3,SMIM6,44.44415483301329,-430.6733257551689
tie_correct,3,LINC01478,40.9925764115277,-366.6033622611411
tie_correct,3,KCNG2,41.972793512521946,-384.2729114018144
tie_correct,3,SHD,76.14020485004733,-1260.854135792836
tie_correct,3,PTPRS,60.720374755869834,-802.4955527457704
tie_correct,3,AC005790.1,37.8758312357809,-313.1915074566175
tie_correct,3,CADM4,49.562925183554064,-535.2120194073192
tie_correct,3,LILRA4,94.7518345418766,-1951.6031143041182
tie_correct,3,LILRB4,41.18187398971623,-369.9831782892575
tie_correct,3,NLRP7,47.38023075454154,-489.24470934340667
tie_correct,3,LAMP5,42.18232301900435,-388.10402454833377
tie_correct,3,ASIP,73.30398806411046,-1168.7984663934783
tie_correct,3,DERL3,43.469048008823655,-412.0488051915359
tie_correct,3,IL3RA,57.99726479466275,-732.2760193477051
tie_correct,3,PHEX,57.665069044445644,-723.9301785104102
tie_correct,4,RPL22,-52.8824026976498,-609.0843205117172
tie_correct,4,PARK7,-43.00626870854911,-403.3541492689341
tie_correct,4,MICOS10,-37.69461345046049,-310.21565929269315
tie_correct,4,CDC42,-38.22399143929979,-318.948776742594
tie_correct,4,RPL11,-50.74849613248677,-561.0467969387814
tie_correct,4,SH3BGRL3,-53.326991274479994,-619.3415343603895
tie_correct,4,CD52,-41.75607878715641,-380.33046839964663
tie_correct,4,ATP5IF1,-40.448558613469764,-356.9767658533194
tie_correct,4,NDUFS5,-42.22166065908372,-388.8254128064582
tie_correct,4,YBX1,-56.48912552276314,-694.7716324007254
tie_correct,4,RPS8,-53.58079567418071,-625.2355958553736
tie_correct,4,PRDX1,-40.809664060366025,-363.3523263583843
tie_correct,4,UQCRH,-48.02489196172546,-502.6059933288041
tie_correct,4,TMEM59,-44.10627005253162,-424.17300391292713
tie_correct,4,GNG5,-41.391391281510124,-373.74214131645886
tie_correct,4,RPL5,-51.63611532841578,-580.7883472214194
tie_correct,4,LAMTOR5,-42.53910712736817,-394.67144445147784
tie_correct,4,S100A6,-43.2445616451445,-407.81956577994583
tie_correct,4,JTB,-42.77674554812541,-399.0763747962969
tie_correct,4,RPS27,-46.00677701311553,-461.3800466085598
tie_correct,4,KRTCAP2,-41.09874972512982,-368.49711972621697
tie_correct,4,SSR2,-38.58613587308436,-324.9931123034637
tie_correct,4,CD48,-41.5672975738617,-376.9128009447137
tie_correct,4,PRDX6,-45.016825927941134,-441.80370659975614
tie_correct,4,ARPC5,-38.98506627149953,-331.7173056132079
tie_correct,4,H3F3A,-57.50135641600192,-719.8348074032288
tie_correct,4,ARF1,-39.235494677230854,-335.9737042272871
tie_correct,4,GUK1,-46.68655508700589,-475.0690526565367
tie_correct,4,TOMM20,-41.527531255827206,-376.1948497491324
tie_correct,4,RPS7,-52.49930122667343,-600.3145215155772
tie_correct,4,SF3B6,-39.48524988317006,-340.24577005326944
tie_correct,4,OST4,-55.313412387836344,-666.2189957746373
tie_correct,4,RPS27A,-52.01553598037108,-589.3313992380278
tie_correct,4,PCBP1,-38.23271945967263,-319.09378153201203
tie_correct,4,SNRPG,-37.76619142967024,-311.3893663598344
tie_correct,4,TMSB10,-45.74294813827674,-456.1212359647447
tie_correct,4,VAMP8,-39.42353962514449,-339.1876971177809
tie_correct,4,COX5B,-44.983760503608224,-441.15717768173664
tie_correct,4,RPL31,-52.51929536772675,-600.7706431232465
tie_correct,4,DBI,-39.09724171451707,-333.6205265903529
tie_correct,4,GYPC,-46.25175494861969,-466.29016180775056
tie_correct,4,MZT2B,-46.25530646016543,-466.36153665543424
tie_correct,4,ATP5MC3,-41.42971464946894,-374.4317645736738
tie_correct,4,EEF1B2,-51.567856562081616,-579.2580629710617
tie_correct,4,RPL37A,-53.0640682862572,-613.2652044162071
tie_correct,4,PTMA,-44.19849993109204,-425.9424307543587
tie_correct,4,COPS9,-40.62836845971107,-360.14435565480466
tie_correct,4,BRK1,-41.456956503933796,-374.9223652834246
tie_correct,4,RPL32,-53.19206791980858,-616.2196145841315
tie_correct,4,RPL15,-55.46467004014799,-669.8587072495354
tie_correct,4,RPSA,-47.69385938317679,-495.7224590951087
tie_correct,4,EIF1B,-40.03525599658935,-349.7490879075767
tie_correct,4,RPL14,-50.361718465758834,-552.551462204381
tie_correct,4,TMA7,-48.11596659386462,-504.50815522897426
tie_correct,4,RHOA,-42.165450895180015,-387.79482309584955
tie_correct,4,RPL29,-55.01464571305365,-659.0589624687141
tie_correct,4,SPCS1,-40.26553915388407,-353.76704528251014
tie_correct,4,SELENOK,-39.480973227020264,-340.17238997714253
tie_correct,4,MTRNR2L12,76.68469455559918,-1278.9263953695408
tie_correct,4,RPL24,-56.005030469272384,-682.9425219299968
tie_correct,4,NDUFB4,-41.64106718967559,-378.2464739747667
tie_correct,4,CNBP,-41.27099256074246,-371.57973165136696
tie_correct,4,SEC62,-43.526237143322454,-413.12972329410724
tie_correct,4,RPL35A,-58.36579444008909,-741.590745202769
tie_correct,4,ATP5ME,-44.567699566480194,-433.0624865521789
tie_correct,4,RPL9,-53.608089861488175,-625.871110122679
tie_correct,4,CCNI,-51.54139710218904,-578.6654158497191
tie_correct,4,RPL34,-52.58148236343366,-602.1904096890001
tie_correct,4,RPS3A,-53.12934301116465,-614.7709473962617
tie_correct,4,RPL37,-53.32784809721612,-619.3613851801106
tie_correct,4,BTF3,-61.38094730777569,-820.0146470259773
tie_correct,4,NSA2,-41.63070787157542,-378.05904640658264
tie_correct,4,TBCA,-42.159885991118834,-387.69286680159047
tie_correct,4,RPS23,-54.4023335216068,-644.5058151430018
tie_correct,4,COX7C,-55.53819560917279,-671.6315400255504
tie_correct,4,HINT1,-47.35145810872686,-488.65257158269543
tie_correct,4,UBE2B,-38.01781343371031,-315.5330103574548
tie_correct,4,PAIP2,-40.7336329976815,-362.00524288232987
tie_correct,4,NDUFA2,-40.13253723672159,-351.4436333618679
tie_correct,4,RPS14,-54.37031470811565,-643.7492854905909
tie_correct,4,NPM1,-40.229456932891075,-353.13596566324827
tie_correct,4,ATP6V0E1,-45.27720652653819,-446.9115173424601
tie_correct,4,HIGD2A,-39.05892600529628,-332.96983024311663
tie_correct,4,RACK1,-53.93363185529471,-633.4759206415532
tie_correct,4,TMEM14B,-38.687016176580656,-326.6869810979509
tie_correct,4,HIST1H4C,-42.42988602512473,-392.6551143861457
tie_correct,4,CLIC1,-44.4501739719231,-430.789572899774
tie_correct,4,RPS18,-48.333027422485536,-509.0561506565343
tie_correct,4,RPS10,-56.412506601507395,-692.8926325486991
tie_correct,4,RPL10A,-51.89540109125508,-586.6196753464706
tie_correct,4,TOMM6,-46.166364356365555,-464.57571261071234
tie_correct,4,EEF1A1,-46.13508337447794,-463.9484536541425
tie_correct,4,COX7A2,-49.42968718836273,-532.3467709907691
tie_correct,4,SNX3,-45.53541834273505,-452.0058470341809
tie_correct,4,RPS12,-55.478968549277056,-670.203286006438
tie_correct,4,SF3B5,-37.70985324584479,-310.46536905214066
tie_correct,4,PSMB1,-41.64355115457679,-378.2914224182059
tie_correct,4,NDUFA4,-49.81333754261396,-540.6179250772892
tie_correct,4,TOMM7,-49.59591072062546,-535.9225549270222
tie_correct,4,PPIA,-39.24380405280614,-336.11540082322233
tie_correct,4,SEC61G,-40.112805793353175,-351.0995985672217
tie_correct,4,CHCHD2,-53.75436621708993,-629.2825008445674
tie_correct,4,ATP5MF,-47.467290895052706,-491.03858591140636
tie_correct,4,LAMTOR4,-40.73269009146294,-361.9885526536008
tie_correct,4,FIS1,-45.29249613617003,-447.212363988521
tie_correct,4,ATP6V1F,-37.83638281437161,-312.5424959258289
tie_correct,4,MTPN,-42.934948920347644,-402.0224666003817
tie_correct,4,NDUFB2,-42.17580958002155,-387.9846434987845
tie_correct,4,RPS20,-52.69000258104725,-604.6720128579096
tie_correct,4,SNHG6,-46.067122213735416,-462.5871327372042
tie_correct,4,RPL7,-55.76734120471438,-677.1717051061817
tie_correct,4,UQCRB,-55.054191264904176,-660.0044582696005
tie_correct,4,RPL30,-55.64073024920413,-674.1077520425407
tie_correct,4,COX6C,-51.39049530674138,-575.291280590449
tie_correct,4,EIF3E,-47.00924789965563,-481.637480032089
tie_correct,4,EIF3H,-45.85616769813717,-458.3743016696981
tie_correct,4,EEF1D,-40.60369545553859,-359.708877172658
tie_correct,4,RPL8,-54.467086293544895,-646.0371318855614
tie_correct,4,RPS6,-50.722016427849134,-560.4631155280122
tie_correct,4,ANP32B,-43.40741231216963,-410.88543320013287
tie_correct,4,SEC61B,-41.574054416546815,-377.03485891771874
tie_correct,4,TXN,-40.219294374973565,-352.95832407078615
tie_correct,4,ATP6V1G1,-44.71985002513021,-436.013941212342
tie_correct,4,RPL35,-50.99164408986214,-566.4206394877305
tie_correct,4,RPL12,-57.059236763221186,-708.8330603727973
tie_correct,4,C9orf16,-40.42311104586666,-356.5296066112209
tie_correct,4,C9orf78,-37.973666353857084,-314.80402046698805
tie_correct,4,RPL7A,-55.93421257362287,-681.2205810932347
tie_correct,4,EDF1,-43.74674682917242,-417.3108140245762
tie_correct,4,ANAPC16,-44.49331835107342,-431.6232771818695
tie_correct,4,RPS24,-55.47144524214737,-670.0219712969381
tie_correct,4,GHITM,-40.223358514816155,-353.0293598886112
tie_correct,4,NDUFB8,-39.084647509773475,-333.40657527176364
tie_correct,4,ATP5MD,-44.48893645178838,-431.5385662932394
tie_correct,4,RGS10,-40.45327278439385,-357.05963311834824
tie_correct,4,TALDO1,-44.471865897534364,-431.2086377734099
tie_correct,4,RPLP2,-53.094109934906136,-613.9579687915383
tie_correct,4,POLR2L,-38.11337839610355,-317.1139483800592
tie_correct,4,EIF3F,-41.52544629773806,-376.1572263237063
tie_correct,4,RPL27A,-54.23792783632803,-640.6260180848404
tie_correct,4,RPS13,-57.52991870155442,-720.5484723918798
tie_correct,4,SELENOH,-38.600924390925194,-325.2411482107053
tie_correct,4,TMEM258,-41.21307990249989,-370.54183797046267
tie_correct,4,FTH1,-47.99889709038559,-502.06373151111325
tie_correct,4,EEF1G,-47.87493860884272,-499.48195019625973
tie_correct,4,UBXN1,-42.14342746088355,-387.39140374583263
tie_correct,4,COX8A,-43.35576536611717,-409.9118683792708
tie_correct,4,TRMT112,-42.78013994951587,-399.139471907416
tie_correct,4,PRDX5,-43.07029271140555,-404.5514856973769
tie_correct,4,FAU,-59.412495635433444,-768.3680847312422
tie_correct,4,MALAT1,59.634747303192825,-774.1150844500847
tie_correct,4,CFL1,-44.81627613688351,-437.88964258275536
tie_correct,4,GSTP1,-38.36534773580579,-321.301297372991
tie_correct,4,UCP2,-39.6970487326749,-343.8898059498888
tie_correct,4,RPS3,-53.29633118263742,-618.6314128795526
tie_correct,4,NDUFC2,-39.09599198306428,-333.5992929797293
tie_correct,4,ATP5MG,-58.98011259859464,-757.2489395953547
tie_correct,4,RPS25,-55.38822169310964,-668.0178899173136
tie_correct,4,GAPDH,-40.77428068782421,-362.7251078766803
tie_correct,4,YBX3,-41.541483829778045,-376.446674895015
tie_correct,4,PFDN5,-56.66100101591525,-698.9959727059177
tie_correct,4,ATP5MC2,-47.85793566651225,-499.12833669477493
tie_correct,4,BLOC1S1,-40.54736877733629,-358.71570151998225
tie_correct,4,RPS26,-52.347202229557155,-596.8504049027936
